pagexml_file,page_id,line_id,x,y,w,h,gt_text,pred_trocr
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_2,1989,454,1215,120,150 рублей и тот взял и остался,порублей и тот вряял и остался
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_3,1977,534,1286,143,у него. Царь поставил лебедя на бал-,гу неса Царь поставлия леда набся
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_4,1982,639,1278,97,кон и у царя родился сын и этот,Нон и из цары подими смность
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_5,1977,704,1319,134,лебедь уже сотлел и он позвал опять,ледедь дане стока и он позваятой
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_6,1992,807,1307,120,рястанца и говорит ему: «Сделай,ражанца и иговориж ему. Сделай
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_7,1977,874,1286,99,мне лебедя с железа». И он сделал.,смне меды с оница. И Индей
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_8,2004,965,1249,113,Царь опять поставил его на бал,Изара оплатитавлия мо набая
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_9,1991,1057,1265,110,"кон, а царский сын играл на бал-","нон, а Царский сый мпрая на бал-"
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_10,1982,1141,1245,128,коне и окно было просто открыто. Он уви-,ноне м онно вышо проста. Онуми
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_11,1991,1218,1224,128,"дал лебедя сел и полетел. Летел,","дал мбеды сея и полеты. Гетел,"
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_12,1974,1312,1253,107,"летел и сам не знает, куда ле-","летел м сам незнает, пуда ме"
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_13,1974,1391,1244,110,"тит. Не знает, куда спуститься","жит. Назнает, куда спустится"
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_14,1977,1479,1284,129,и вот он летел уже над морем,и кот он лежел чарма назмерми
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_15,1964,1585,1284,105,"и нашел под крылом лебедя кнопку,",и нашия огод крном лида кости
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_16,1974,1667,1286,90,стал нажимать и стал спускаться,стая нажимарь и стол спустратресту
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_17,1953,1737,1247,132,и спустился на берег моря в лес.,М спустиюся на нереп мора в ми
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_18,1971,1828,1289,125,Он взял лебедя и пошел по тропин-,Он взыо манда и помел то тренин-
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_19,1977,1908,1283,122,"ке. Шел, шел и пришел к домику,","не. Имеля, ипришел к бамад"
era_vene_02_606-607.xml,era_vene_02_606-607,tr_3_tl_20,1977,1984,1177,115,вышел. Там жил старик.,вышая. Там еския старич.
era_vene_05_166-167.xml,era_vene_05_166-167,l_1,1719,456,15,31,,ил.
era_vene_05_166-167.xml,era_vene_05_166-167,l,415,418,1319,42,,зНИ мерь эта кзу
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_4,373,434,1303,113,ли купить имение. У них было,ли купить имение. у тис Гыло
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_5,390,534,1327,126,"два сына, с детства жили по","зва сыпй, с и детстволжим по"
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_7,438,616,1290,140,"людам. Купили имение, старуха",мозля. Кутим плише сторуж
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_8,397,701,1334,134,"послала старика на конюшню,",посиаля старика по кона ино
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_9,424,790,1293,127,а сама присвоила хлопца жить.,а сама привашия клотца жи
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_11,421,869,1283,133,К старику начали летать голу-,К сторику погали летать пои
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_13,417,958,1290,154,"би. Жена говорит, надо зарезать.",би. Дсета говорит падо зарезебк
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_15,421,1054,1286,130,"А это прилетали дети, чувство-",А это приметом дети пу
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_17,428,1132,1214,151,"вали, что мученье старику.","вали, то мучетьс старику"
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_19,448,1221,1269,141,"Старуха приказывает: ""Надо сло-",Старпрха триказывает кадо сти
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_21,458,1303,1277,165,"вить, сжарить, сесть!"" Старик","вить, ожарных сесть стари"
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_23,455,1403,1266,137,сказал сыновьям. А они прино-,сказал сыповьям. А эти прит
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_25,472,1492,1235,140,"сили ему пищу. Ну, старик","ости ему тиц. Ну, старж"
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_27,469,1564,1252,140,достал простых голубей пару,достом просинк полубел пор
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_29,469,1659,1248,141,держал при себе. А старухе,держал при себе и сторух
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_32,452,1735,1289,150,"чародей сказал, что если этих голубей","пародей ехазан, что цик гому"
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_34,458,1830,1287,154,"сварить, крылья бролить на ко-","оварить, крышь брость по ко"
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_36,438,1916,1170,120,"тору-то сторону, то она","тору. то стополу, это оно"
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_38,455,2015,1276,116,помолодеет. А старуха знала,томолодеет. А сторуха зном
era_vene_05_166-167.xml,era_vene_05_166-167,tr_1_tl_40,448,2090,1098,171,что это сновья...,пто жо сыповьх.
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_7,435,741,1265,106,Было у мучика в сына. Парни,Было у лизника в смке Гарни
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_9,387,815,1333,131,были оба дюжие могутные. Стали,были оба дивые могриние. ей ий
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_11,385,903,1402,127,она богатство делить и поссорились,они байство делить и ичестрими
era_vene_05_442-443.xml,era_vene_05_442-443,l_1,398,983,1389,139,"дюже. Младший, Васильем овали – ушел",дерне. млазимы Растлых вали- уши
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_14,405,1076,1325,121,из дома. Сказал только брату:,иц дома. Скимыхо драй
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_16,399,1135,1351,146,"""гляди, когда чашечка кровью напо-",гловди кода гомечка прово нения
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_18,375,1220,1359,130,"лнится, то значит, мне смерть",-Лнейщ ийо внечий лне слелегорый
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_20,398,1308,1309,129,"настунает."" А чашечку-то эту",каетучаей. амечку ию эвту
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_22,394,1379,1395,141,"им как-то старик-колдун дал, на",гл. вак-сто старик колгун дая н.
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_24,382,1467,1343,101,охоте они его встренули. И на,онойя они его вайдений и на
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_26,382,1554,1336,123,"божницу, к иконы чашечку эту",бынищ к иконым гашечку
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_28,398,1635,1246,88,"приказал поставить. Вот,",пракажай имавший. Вой
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_30,396,1709,1347,124,"поехал Василий из дома, ехал",грекам Вастий изоме скал
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_32,403,1803,1352,92,"ехал, глядь горой стоит. Приехал",екал. глить говой стий. крыектил
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_34,387,1863,1377,140,"он в город, а там все в черном",он горой а ийам вля в черном
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_36,382,1950,1246,127,ходят и весе город черной,ходат и весь горой черной
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_38,378,2022,1338,152,материей – холстом обтянули.,марержей- колйствый ойшнули
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_3,1806,456,1423,175,"Подивился Васимий, одного спраши-","Подивимия Вастий, кение сй ирани"
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_5,1847,597,1290,117,"вать стал, что, мол, такое у","велть смаю, Гийол жакое у"
era_vene_05_442-443.xml,era_vene_05_442-443,l_3,1810,672,1389,136,них деется. И рассказали,ния дитщ. И расскалели влу
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_8,1813,767,1386,78,"в этом городу, что змей шести-","в жбом горору, ийо змей шеский"
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_10,1829,832,1356,122,главый прилетел и всех людей,"лавый, крымим и всех ладей"
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_12,1822,917,1250,121,па одному ест. И что царь,жа авному ест. И гро царь
era_vene_05_442-443.xml,era_vene_05_442-443,l_2,1824,992,1370,111,теперь с дочерями прощается,йшерь о дтерами авацаетие
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_15,1817,1094,1398,111,я потому весь город черным,а истому веев горей грный
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_17,1812,1149,1389,97,"одели. Засмелел Василий – ""пойду,",адней. Рамения Ваеплий- пой
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_19,1813,1237,1312,90,"говорит, змея убивать, чтоб","говжий, эмия уриветь чей"
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_21,1829,1303,1374,134,"не ел народу крещеного"". Стали",не Гей нараз крещенто ейчали
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_23,1824,1393,1393,141,"его уговаривать. Он, говорят, таких","его уговаравать. Он, годий ранах"
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_25,1808,1481,1275,122,как ты десять с одного разу,чак ими- деавть а абного раж
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_27,1812,1557,1352,113,"проглотит. “Ничего, Василий говорит,","прылитий, ничего, Васими гова"
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_29,1790,1644,1307,95,одным подавится. Отдала,зным ибанийщ. Ощали
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_31,1813,1718,1333,108,"царевну змею на прожирение,",Савевну змего на ирожирение
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_33,1826,1812,1279,92,"идет она, бедная, в часовенке","годей вна, о обная в чаственже"
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_35,1796,1886,1382,134,"когда к ей эмей прилетит, есть","ктра к сй эмей арилетий, есеств"
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_37,1796,1953,1338,143,ее будет. А Василий уж тут,со Зудей Д Васими ий узы кай
era_vene_05_442-443.xml,era_vene_05_442-443,tr_1_tl_39,1796,2036,1281,140,как тут только это змей,нак ийщий Талко очи змей
era_vene_06_380-381.xml,era_vene_06_380-381,l,325,456,1375,164,"в рот, а то проглочу"". А рот",в вой а иго ирагначчд. д. Рай
era_vene_06_380-381.xml,era_vene_06_380-381,l_1,324,552,1399,145,в ей страшной – пламя с няво,в ей страшной-аламие с няв н.
era_vene_06_380-381.xml,era_vene_06_380-381,l_2,320,645,1389,165,так и вырываетца. Што делать,голь и вырывестца. Имо диму
era_vene_06_380-381.xml,era_vene_06_380-381,l_3,322,744,1376,175,"""Не, говорить, не могу"". ""Ну, я","Не, отврий номны. изей"
era_vene_06_380-381.xml,era_vene_06_380-381,l_4,311,838,1398,158,"говорить, стволиной, исделалось, ",Дорить смвомной ческла
era_vene_06_380-381.xml,era_vene_06_380-381,l_5,322,922,1394,145,"а ты дуни"". Исделалась змея",а мы дуни с кержалесь злий
era_vene_06_380-381.xml,era_vene_06_380-381,l_6,315,1003,1397,107,стволиной и ен в этую стволину,ствалимей и иен в ничо стами
era_vene_06_380-381.xml,era_vene_06_380-381,l_7,332,1080,1384,162,дунул и сразом все стал пони-,зущи и срагом вое сейстий гием
era_vene_06_380-381.xml,era_vene_06_380-381,l_8,320,1174,1383,100,мать. А змея говор: «За што,Мать И змля поврый и. За су
era_vene_06_380-381.xml,era_vene_06_380-381,l_9,307,1258,1413,158,ты такой боязливый был  - даю,Ти итени наезливай выч- дам
era_vene_06_380-381.xml,era_vene_06_380-381,l_10,320,1342,1394,163,тебе ума наполовину. А целый,Тив дма неполоващ. а дин
era_vene_06_380-381.xml,era_vene_06_380-381,l_11,313,1425,1405,161,"ум будя, если сделаешь гроб, и",Уле бушие вели сучаеть чраба
era_vene_06_380-381.xml,era_vene_06_380-381,l_12,309,1512,1305,158,положишь в этот гроб свою,голожить в вией проб свого
era_vene_06_380-381.xml,era_vene_06_380-381,l_13,320,1593,1308,134,прыслугу. А в гробе акошечко,гриемущ. Д. в фове акшегкич
era_vene_06_380-381.xml,era_vene_06_380-381,tr_1_tl_17,320,1668,1385,114,исделай штоп яну кармить.,жезалей ину кермить.
era_vene_06_380-381.xml,era_vene_06_380-381,tr_1_tl_19,331,1746,1380,129,Поставь этот грой ночью на,Претавь дий граб ныго не
era_vene_06_380-381.xml,era_vene_06_380-381,l_14,316,1830,1395,143,"посередные дворе, лицом к луне.","глоезведине двода, лицом к лугуж"
era_vene_06_380-381.xml,era_vene_06_380-381,tr_1_tl_23,320,1929,1335,139,"Ня бойси, я с его ницова ня","Ня вомси, ио низова нля"
era_vene_06_380-381.xml,era_vene_06_380-381,l_15,1764,450,1421,181,"сделою"". Ен все так и сделал.",сдиголён во глах и сезмом.
era_vene_06_380-381.xml,era_vene_06_380-381,l_16,1759,570,1333,124,Прыслугу тихонько ночью в,Прыслуйшиканию ночно в
era_vene_06_380-381.xml,era_vene_06_380-381,l_17,1752,658,1435,109,"гроб заколотил, акошечко исделал",гров заколойши акошечко исти
era_vene_06_380-381.xml,era_vene_06_380-381,l_18,1762,745,1418,170,и снес посередине двора лицом,к лней игозрение дво пригричи
era_vene_06_380-381.xml,era_vene_06_380-381,l_19,1752,844,1428,139,"к Лунье. Змей ночью прылетел,",Слуны. Змей нового ийщиго
era_vene_06_380-381.xml,era_vene_06_380-381,l_20,1748,924,1375,148,гроб увидел и сразом этую,грав увиза а фесом ойщо
era_vene_06_380-381.xml,era_vene_06_380-381,l_21,1768,1006,1305,154,прырлугу съел. Ен всягда,бомащиз оченным вапрости
era_vene_06_380-381.xml,era_vene_06_380-381,l_22,1786,1071,1385,157,молодых женщщын прожирал.,Молазвих женшин прочий
era_vene_06_380-381.xml,era_vene_06_380-381,l_23,1755,1164,1323,128,Научил ен этаева Брюса,Наугил ен очиеме брный
era_vene_06_380-381.xml,era_vene_06_380-381,l_24,1768,1242,1290,170,ахотника всяким разным,аказника выжи волным
era_vene_06_380-381.xml,era_vene_06_380-381,l_25,1768,1323,1396,164,"волшебствам и все, все яму",воймебством о вее вся яму
era_vene_06_380-381.xml,era_vene_06_380-381,l_26,1757,1416,1307,157,на свети аткрыл. В няво,на свеми аликрыч. В н.
era_vene_06_380-381.xml,era_vene_06_380-381,l_27,1752,1505,1394,157,жернова сами по себе муку,жернова семи гло сове мупу
era_vene_06_380-381.xml,era_vene_06_380-381,l_28,1766,1587,1405,142,"мололи, дым али агонь умел",Моломи дым ачень ула
era_vene_06_380-381.xml,era_vene_06_380-381,tr_1_tl_18,1770,1677,1397,107,делать и мертвых о това,делать и мершвых о ийстова
era_vene_06_380-381.xml,era_vene_06_380-381,tr_1_tl_20,1793,1759,1251,118,света звал и яны к яму,света эвал и лни к я му
era_vene_06_380-381.xml,era_vene_06_380-381,l_29,1770,1834,1338,143,приходили. Во как шишок,Иваходим. Во как ичишк
era_vene_06_380-381.xml,era_vene_06_380-381,tr_1_tl_22,1768,1923,1435,151,"надоумил. Говорят, эта все правду было.","Назпумим Соврет, фа ксе праву была"
era_vene_07_126-127.xml,era_vene_07_126-127,tr_2_tl_1,581,488,1133,151,Он велел его призвать. Наконся перед,Он быкл. ию физваты. ч. Несоску перся
era_vene_07_126-127.xml,era_vene_07_126-127,tr_2_tl_2,581,639,1248,128,"ним стоял мудрец, он говорил: “Здесь",чим отсял мудрик оповрач десь
era_vene_07_126-127.xml,era_vene_07_126-127,tr_2_tl_4,629,719,1205,136,я передаю тебе золотого петуха. Ты его посади,А перфио тей прека бы но шазнух
era_vene_07_126-127.xml,era_vene_07_126-127,tr_2_tl_5,609,818,1091,132,на спицу. Когда все кругом будет,на стизу. Ногда все оругом будажны
era_vene_07_126-127.xml,era_vene_07_126-127,tr_2_tl_6,632,896,1129,127,"мирно, то петуток будай сидеть","мабрна, нетухах бузат скдоть"
era_vene_07_126-127.xml,era_vene_07_126-127,tr_2_tl_7,631,1001,1202,113,совершенно смирно. Но лишь тебя будет,соверченносмирна. Ра мать ти прубы
era_vene_07_126-127.xml,era_vene_07_126-127,tr_2_tl_8,595,1093,1136,124,"ожидать война, или какая-нибудь",осподать война ичи какая модудь
era_vene_07_126-127.xml,era_vene_07_126-127,tr_2_tl_9,615,1187,1241,119,"бранная сила, то петушок обернется","Пралная сма, пов пеприюх оберостся"
era_vene_07_126-127.xml,era_vene_07_126-127,tr_2_tl_10,612,1278,1251,102,"в это место, откуда будет тебе","б лто место, отказа Пузей т табе"
era_vene_07_126-127.xml,era_vene_07_126-127,tr_2_tl_11,597,1372,1268,116,"угрожать опасность"". Царь поблагода-",угракать ипласностов. Чдарь побчатади
era_vene_07_126-127.xml,era_vene_07_126-127,tr_2_tl_12,615,1452,1235,136,рил мудреца за совет. Он обещал,рыл мудреца а авач. Ой оп.
era_vene_07_126-127.xml,era_vene_07_126-127,tr_2_tl_13,609,1544,1224,108,исполнить первую его волю как свою.,шестелить первезо Сго врепо ках
era_vene_07_126-127.xml,era_vene_07_126-127,tr_2_tl_14,626,1637,1191,111,И вот с этих пор уже соседи при-,И вот С амих пор ужа сосфа при-
era_vene_07_126-127.xml,era_vene_07_126-127,tr_2_tl_15,644,1710,1175,143,"смерели, уже не хотели воевать.","смерем, уже и котелы воевать"
era_vene_07_126-127.xml,era_vene_07_126-127,tr_2_tl_16,641,1812,1158,140,Вот  петушок опять забился,Вот рао нетучиск оприль забался
era_vene_07_126-127.xml,era_vene_07_126-127,tr_2_tl_17,626,1894,1251,136,на спице: он поворотился на всею,на спице сх повортился са воо
era_vene_07_126-127.xml,era_vene_07_126-127,tr_2_tl_18,604,1992,1283,140,Оарь шлет туда войско под предводи-,Прарь имен мура войскос предодод
